Date,Song,Artist,Weeks in Charts,Track ID
1963-12-11,Dominique,The Singing Nun (Soeur Sourire),6,4ns69146GVKS3AwM922kTE
1963-12-18,Dominique,The Singing Nun (Soeur Sourire),7,4ns69146GVKS3AwM922kTE
1963-12-25,Dominique,The Singing Nun (Soeur Sourire),8,4ns69146GVKS3AwM922kTE
1964-01-01,There! I've Said It Again,Bobby Vinton,6,3mwiyHBHfAzOe89MwqJeEb
1964-01-08,There! I've Said It Again,Bobby Vinton,7,3mwiyHBHfAzOe89MwqJeEb
1964-01-15,There! I've Said It Again,Bobby Vinton,8,3mwiyHBHfAzOe89MwqJeEb
1964-01-22,There! I've Said It Again,Bobby Vinton,9,3mwiyHBHfAzOe89MwqJeEb
1964-01-29,I Want To Hold Your Hand,The Beatles,3,5Qe7NHxeLAn8KoLTNLSdwe
1964-02-05,I Want To Hold Your Hand,The Beatles,4,5Qe7NHxeLAn8KoLTNLSdwe
1964-02-12,I Want To Hold Your Hand,The Beatles,5,5Qe7NHxeLAn8KoLTNLSdwe
1964-02-19,I Want To Hold Your Hand,The Beatles,6,5Qe7NHxeLAn8KoLTNLSdwe
1964-02-26,I Want To Hold Your Hand,The Beatles,7,5Qe7NHxeLAn8KoLTNLSdwe
1964-03-04,I Want To Hold Your Hand,The Beatles,8,5Qe7NHxeLAn8KoLTNLSdwe
1964-03-11,I Want To Hold Your Hand,The Beatles,9,5Qe7NHxeLAn8KoLTNLSdwe
1964-03-25,She Loves You,The Beatles,10,0qsS2A3hwicJCLtcaR6JRQ
1964-04-01,Can't Buy Me Love,The Beatles,2,3SdingSsFcZDZAyvcJbgAw
1964-04-08,Can't Buy Me Love,The Beatles,3,3SdingSsFcZDZAyvcJbgAw
1964-04-15,Can't Buy Me Love,The Beatles,4,3SdingSsFcZDZAyvcJbgAw
1964-04-22,Can't Buy Me Love,The Beatles,5,3SdingSsFcZDZAyvcJbgAw
1964-04-29,Can't Buy Me Love,The Beatles,6,3SdingSsFcZDZAyvcJbgAw
1964-05-06,Hello; Dolly!,Louis Armstrong And The All Stars,13,63kd4m3VFxcJjPVVtbVNAu
1964-05-13,My Guy,Mary Wells,7,4591VqUIXysNlmI5NcAIUd
1964-05-20,My Guy,Mary Wells,8,4591VqUIXysNlmI5NcAIUd
1964-05-27,Love Me Do,The Beatles,8,3VbGCXWRiouAq8VyMYN2MI
1964-06-03,Chapel Of Love,The Dixie Cups,6,7vVG9xbmNQrtdSPTi7KDUm
1964-06-10,Chapel Of Love,The Dixie Cups,7,7vVG9xbmNQrtdSPTi7KDUm
1964-06-17,Chapel Of Love,The Dixie Cups,8,7vVG9xbmNQrtdSPTi7KDUm
1964-06-24,A World Without Love,Peter And Gordon,8,7fO6hgP2MnAjVtSxResRw2
1964-07-01,I Get Around,The Beach Boys,7,3v9xlH6BpmRbqL7hgNJhfT
1964-07-08,I Get Around,The Beach Boys,8,3v9xlH6BpmRbqL7hgNJhfT
1964-07-15,Rag Doll,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",5,6kAROIu6CLVjulTqSPYmAP
1964-07-22,Rag Doll,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",6,6kAROIu6CLVjulTqSPYmAP
1964-07-29,A Hard Day's Night,The Beatles,3,65vdMBskhx3akkG9vQlSH1
1964-08-05,A Hard Day's Night,The Beatles,4,65vdMBskhx3akkG9vQlSH1
1964-08-12,Everybody Loves Somebody,Dean Martin,8,5I9sHwLDX28tLtzVgKLtpr
1964-08-19,Where Did Our Love Go,The Supremes,7,69RH84na5iUNwrwxpgjC5j
1964-08-26,Where Did Our Love Go,The Supremes,8,69RH84na5iUNwrwxpgjC5j
1964-09-02,House Of The Rising Sun,The Animals,5,7BY005dacJkbO6EPiOh2wb
1964-09-09,House Of The Rising Sun,The Animals,6,7BY005dacJkbO6EPiOh2wb
1964-09-16,House Of The Rising Sun,The Animals,7,7BY005dacJkbO6EPiOh2wb
1964-09-23,Oh; Pretty Woman,Roy Orbison And The Candy Men,5,48i055G1OT5KxGGftwFxWy
1964-09-30,Oh; Pretty Woman,Roy Orbison And The Candy Men,6,48i055G1OT5KxGGftwFxWy
1964-10-07,Oh; Pretty Woman,Roy Orbison And The Candy Men,7,48i055G1OT5KxGGftwFxWy
1964-10-14,Do Wah Diddy Diddy,Manfred Mann,7,48ZjHLkaHpXIlGGYUlb3bZ
1964-10-21,Do Wah Diddy Diddy,Manfred Mann,8,48ZjHLkaHpXIlGGYUlb3bZ
1964-10-28,Baby Love,The Supremes,5,5uES1C2NgkdrNHiCwf9jRr
1964-11-04,Baby Love,The Supremes,6,5uES1C2NgkdrNHiCwf9jRr
1964-11-11,Baby Love,The Supremes,7,5uES1C2NgkdrNHiCwf9jRr
1964-11-18,Baby Love,The Supremes,8,5uES1C2NgkdrNHiCwf9jRr
1964-11-25,Leader Of The Pack,The Shangri-Las,8,6O5PIO5pAWxdoxvaUFQ02G
1964-12-02,Ringo,Lorne Greene,6,5GHbWzjRy1XfnTf5rkA8bf
1964-12-09,Mr. Lonely,Bobby Vinton,7,5KG2ahk1cONbHvg3dBdTbx
1964-12-16,Come See About Me,The Supremes,6,307kcWJQNMdiYYKj1LgClU
1964-12-23,I Feel Fine,The Beatles,4,4gxs9En3aoaOm2J5wNMMm9
1964-12-30,I Feel Fine,The Beatles,5,4gxs9En3aoaOm2J5wNMMm9
1965-01-06,I Feel Fine,The Beatles,6,4gxs9En3aoaOm2J5wNMMm9
1965-01-13,Come See About Me,The Supremes,10,307kcWJQNMdiYYKj1LgClU
1965-01-20,Downtown,Petula Clark,6,6S55C80YzjhSrCRRd1p80b
1965-01-27,Downtown,Petula Clark,7,6S55C80YzjhSrCRRd1p80b
1965-02-03,You've Lost That Lovin' Feelin',The Righteous Brothers,9,6AeyHqzNHJthYJbn0tvJ4b
1965-02-10,You've Lost That Lovin' Feelin',The Righteous Brothers,10,6AeyHqzNHJthYJbn0tvJ4b
1965-02-17,This Diamond Ring,Gary Lewis And The Playboys,6,44zDLad2CZrhWg2lg9nfuy
1965-02-24,This Diamond Ring,Gary Lewis And The Playboys,7,44zDLad2CZrhWg2lg9nfuy
1965-03-03,My Girl,The Temptations,8,745H5CctFr12Mo7cqa1BMH
1965-03-10,Eight Days A Week,The Beatles,4,1Dg4dFJr3HW7sbA7vPejre
1965-03-17,Eight Days A Week,The Beatles,5,1Dg4dFJr3HW7sbA7vPejre
1965-03-24,Stop! In The Name Of Love,The Supremes,6,52FlwUMMDnTK8TGkCag9Jd
1965-03-31,Stop! In The Name Of Love,The Supremes,7,52FlwUMMDnTK8TGkCag9Jd
1965-04-07,I'm Telling You Now,Freddie And The Dreamers,5,3qC08srhXBJ6DEQ7CwPMB0
1965-04-14,I'm Telling You Now,Freddie And The Dreamers,6,3qC08srhXBJ6DEQ7CwPMB0
1965-04-21,Game Of Love,Wayne Fontana & The Mindbenders,6,0jUfBCWrfrZGueD8MjvgMo
1965-04-28,Mrs. Brown You've Got A Lovely Daughter,Herman's Hermits,3,1GJCJpKYfzRUsYnSRy4Mfz
1965-05-05,Mrs. Brown You've Got A Lovely Daughter,Herman's Hermits,4,1GJCJpKYfzRUsYnSRy4Mfz
1965-05-12,Mrs. Brown You've Got A Lovely Daughter,Herman's Hermits,5,1GJCJpKYfzRUsYnSRy4Mfz
1965-05-19,Ticket To Ride,The Beatles,5,7CZiDzGVjUssMSOXrDNYHL
1965-05-26,Help Me; Rhonda,The Beach Boys,7,3haZcHm3HydDVxm3je3Zmg
1965-06-02,Help Me; Rhonda,The Beach Boys,8,3haZcHm3HydDVxm3je3Zmg
1965-06-09,Back In My Arms Again,The Supremes,7,2WjW8DjQru6Ic4KvYDqLys
1965-06-16,I Can't Help Myself (Sugar Pie Honey Bunch),Four Tops,6,6b6IMqP565TbtFFZg9iFf3
1965-06-23,Mr. Tambourine Man,The Byrds,7,2HCaIYjkvWSZzaSKUoOh3d
1965-06-30,I Can't Help Myself (Sugar Pie Honey Bunch),Four Tops,8,6b6IMqP565TbtFFZg9iFf3
1965-07-07,(I Can't Get No) Satisfaction,The Rolling Stones,5,2PzU4IB8Dr6mxV3lHuaG34
1965-07-14,(I Can't Get No) Satisfaction,The Rolling Stones,6,2PzU4IB8Dr6mxV3lHuaG34
1965-07-21,(I Can't Get No) Satisfaction,The Rolling Stones,7,2PzU4IB8Dr6mxV3lHuaG34
1965-07-28,(I Can't Get No) Satisfaction,The Rolling Stones,8,2PzU4IB8Dr6mxV3lHuaG34
1965-08-04,I'm Henry VIII; I Am,Herman's Hermits,6,39Jr3Nu48BQzLSmlPGSniP
1965-08-11,I Got You Babe,Sonny & Cher,6,4SGBuq37Ol4HJr7pQqFMKa
1965-08-18,I Got You Babe,Sonny & Cher,7,4SGBuq37Ol4HJr7pQqFMKa
1965-08-25,I Got You Babe,Sonny & Cher,8,4SGBuq37Ol4HJr7pQqFMKa
1965-09-01,Help!,The Beatles,5,7DD7eSuYSC5xk2ArU62esN
1965-09-08,Help!,The Beatles,6,7DD7eSuYSC5xk2ArU62esN
1965-09-15,Help!,The Beatles,7,7DD7eSuYSC5xk2ArU62esN
1965-09-22,Eve Of Destruction,Barry McGuire,6,1Zi2ezNOqt9y9irC11xYpN
1965-09-29,Hang On Sloopy,The McCoys,8,0i7O5MtSTXvR4BEY7stpjF
1965-10-06,Yesterday,The Beatles,3,3BQHpFgAp4l80e1XslIjNI
1965-10-13,Yesterday,The Beatles,4,3BQHpFgAp4l80e1XslIjNI
1965-10-20,Yesterday,The Beatles,5,3BQHpFgAp4l80e1XslIjNI
1965-10-27,Yesterday,The Beatles,6,3BQHpFgAp4l80e1XslIjNI
1965-11-03,Get Off Of My Cloud,The Rolling Stones,5,263Iuyk08ks1v6FIudUIGD
1965-11-10,Get Off Of My Cloud,The Rolling Stones,6,263Iuyk08ks1v6FIudUIGD
1965-11-17,I Hear A Symphony,The Supremes,4,5SCB7L1alKg7ZEeSw7Sq9f
1965-11-24,I Hear A Symphony,The Supremes,5,5SCB7L1alKg7ZEeSw7Sq9f
1965-12-01,Turn! Turn! Turn! (To Everything There Is A Season),The Byrds,7,5qBqBdfTEIWJwAS0Jm2F5R
1965-12-08,Turn! Turn! Turn! (To Everything There Is A Season),The Byrds,8,5qBqBdfTEIWJwAS0Jm2F5R
1965-12-15,Turn! Turn! Turn! (To Everything There Is A Season),The Byrds,9,5qBqBdfTEIWJwAS0Jm2F5R
1965-12-22,Over And Over,The Dave Clark Five,7,0SKS8mR9wgXcr670BzR9fg
1965-12-29,The Sound Of Silence,Simon & Garfunkel,7,5y788ya4NvwhBznoDIcXwK
1966-01-05,We Can Work It Out,The Beatles,4,1hTUFqJuQAMjXVGwUPWDqi
1966-01-12,We Can Work It Out,The Beatles,5,1hTUFqJuQAMjXVGwUPWDqi
1966-01-19,The Sound Of Silence,Simon & Garfunkel,10,5y788ya4NvwhBznoDIcXwK
1966-01-26,We Can Work It Out,The Beatles,7,1hTUFqJuQAMjXVGwUPWDqi
1966-02-02,My Love,Petula Clark,7,1VkjC0VqC21vNPnkzBUWtt
1966-02-09,My Love,Petula Clark,8,1VkjC0VqC21vNPnkzBUWtt
1966-02-16,Lightnin' Strikes,Lou Christie,9,2OQhFe5jjTnMWaaDRZxz31
1966-02-23,These Boots Are Made For Walkin',Nancy Sinatra,6,2HEgBBls7l0smWTxPx0MtZ
1966-03-02,The Ballad Of The Green Berets,SSgt Barry Sadler,5,0yjNmllr3Ew6f97TqPuEqa
1966-03-09,The Ballad Of The Green Berets,SSgt Barry Sadler,6,0yjNmllr3Ew6f97TqPuEqa
1966-03-16,The Ballad Of The Green Berets,SSgt Barry Sadler,7,0yjNmllr3Ew6f97TqPuEqa
1966-03-23,The Ballad Of The Green Berets,SSgt Barry Sadler,8,0yjNmllr3Ew6f97TqPuEqa
1966-03-30,The Ballad Of The Green Berets,SSgt Barry Sadler,9,0yjNmllr3Ew6f97TqPuEqa
1966-04-06,(You're My) Soul And Inspiration,The Righteous Brothers,6,5ZHOiRqKOzgFMfMAu8cwzp
1966-04-13,(You're My) Soul And Inspiration,The Righteous Brothers,7,5ZHOiRqKOzgFMfMAu8cwzp
1966-04-20,(You're My) Soul And Inspiration,The Righteous Brothers,8,5ZHOiRqKOzgFMfMAu8cwzp
1966-04-27,Good Lovin',The Young Rascals,8,0XnhQGfqfi5CnZXcONJuI5
1966-05-04,Monday; Monday,The Mamas & The Papas,5,3EFb1qDgIqf9MegIryKtDj
1966-05-11,Monday; Monday,The Mamas & The Papas,6,3EFb1qDgIqf9MegIryKtDj
1966-05-18,Monday; Monday,The Mamas & The Papas,7,3EFb1qDgIqf9MegIryKtDj
1966-05-25,When A Man Loves A Woman,Percy Sledge,8,51FpzuGkRYXFgsE2zXt9av
1966-06-01,When A Man Loves A Woman,Percy Sledge,9,51FpzuGkRYXFgsE2zXt9av
1966-06-08,Paint It; Black,The Rolling Stones,5,63T7DJ1AFDD6Bn8VzG6JE8
1966-06-15,Paint It; Black,The Rolling Stones,6,63T7DJ1AFDD6Bn8VzG6JE8
1966-06-22,Paperback Writer,The Beatles,3,0Ui8KPWZbJJQ2Y0CIQuVqX
1966-06-29,Strangers In The Night,Frank Sinatra,9,74VR3AkGPhbYXnxcOYa16x
1966-07-06,Paperback Writer,The Beatles,5,0Ui8KPWZbJJQ2Y0CIQuVqX
1966-07-13,Hanky Panky,Tommy James And The Shondells,7,3uqEiaO6MUoM89nLSIs05c
1966-07-20,Hanky Panky,Tommy James And The Shondells,8,3uqEiaO6MUoM89nLSIs05c
1966-07-27,Wild Thing,The Troggs,6,7jGzYUZ2Bgg8BDfYlQRfn8
1966-08-03,Wild Thing,The Troggs,7,7jGzYUZ2Bgg8BDfYlQRfn8
1966-08-10,Summer In The City,The Lovin' Spoonful,5,7AzFID6u1b3zIWbd9pb8Dk
1966-08-17,Summer In The City,The Lovin' Spoonful,6,7AzFID6u1b3zIWbd9pb8Dk
1966-08-24,Summer In The City,The Lovin' Spoonful,7,7AzFID6u1b3zIWbd9pb8Dk
1966-08-31,Sunshine Superman,Donovan,6,4RGxUjaCmVtD30pIhtEi7w
1966-09-07,You Can't Hurry Love,The Supremes,5,1OppEieGNdItZbE14gLBEv
1966-09-14,You Can't Hurry Love,The Supremes,6,1OppEieGNdItZbE14gLBEv
1966-09-21,Cherish,The Association,5,7uGeDI6nJEdUYMsMd7mQyl
1966-09-28,Cherish,The Association,6,7uGeDI6nJEdUYMsMd7mQyl
1966-10-05,Cherish,The Association,7,7uGeDI6nJEdUYMsMd7mQyl
1966-10-12,Reach Out I'll Be There,Four Tops,7,6Pkj4nv5K53i64cLVgkVyY
1966-10-19,Reach Out I'll Be There,Four Tops,8,6Pkj4nv5K53i64cLVgkVyY
1966-10-26,96 Tears,? (Question Mark) & The Mysterians,9,4PEeZ2U4UfP2Jo8EtIOjus
1966-11-02,Last Train To Clarksville,The Monkees,9,3h4t9qpFktohHeUQc3hZCa
1966-11-09,Poor Side Of Town,Johnny Rivers,9,60DmpUd1BnemzjASiUewnf
1966-11-16,You Keep Me Hangin' On,The Supremes,4,4a01ClusxuZiloOK5UgLUn
1966-11-23,You Keep Me Hangin' On,The Supremes,5,4a01ClusxuZiloOK5UgLUn
1966-11-30,Winchester Cathedral,The New Vaudeville Band,6,3Q51jQuzjEDMTyFX4pT2dK
1966-12-07,Good Vibrations,The Beach Boys,8,5t9KYe0Fhd5cW6UYT4qP8f
1966-12-14,Winchester Cathedral,The New Vaudeville Band,8,3Q51jQuzjEDMTyFX4pT2dK
1966-12-21,Winchester Cathedral,The New Vaudeville Band,9,3Q51jQuzjEDMTyFX4pT2dK
1966-12-28,I'm A Believer,The Monkees,4,3G7tRC24Uh09Hmp1KZ7LQ2
1967-01-04,I'm A Believer,The Monkees,5,3G7tRC24Uh09Hmp1KZ7LQ2
1967-01-11,I'm A Believer,The Monkees,6,3G7tRC24Uh09Hmp1KZ7LQ2
1967-01-18,I'm A Believer,The Monkees,7,3G7tRC24Uh09Hmp1KZ7LQ2
1967-01-25,I'm A Believer,The Monkees,8,3G7tRC24Uh09Hmp1KZ7LQ2
1967-02-01,I'm A Believer,The Monkees,9,3G7tRC24Uh09Hmp1KZ7LQ2
1967-02-08,I'm A Believer,The Monkees,10,3G7tRC24Uh09Hmp1KZ7LQ2
1967-02-15,Kind Of A Drag,The Buckinghams,8,3RnsnfrquBAy6kIejQzc2C
1967-02-22,Kind Of A Drag,The Buckinghams,9,3RnsnfrquBAy6kIejQzc2C
1967-03-01,Ruby Tuesday,The Rolling Stones,7,4hupcimlg3UBbW1kAQ6vrT
1967-03-08,Love Is Here And Now You're Gone,The Supremes,7,4KUGhh0lsJ8GxQJ1Um8UrB
1967-03-15,Penny Lane,The Beatles,4,1h04XMpzGzmAudoI6VHBgA
1967-03-22,Happy Together,The Turtles,7,1JO1xLtVc8mWhIoE3YaCL0
1967-03-29,Happy Together,The Turtles,8,1JO1xLtVc8mWhIoE3YaCL0
1967-04-05,Happy Together,The Turtles,9,1JO1xLtVc8mWhIoE3YaCL0
1967-04-12,Somethin' Stupid,Nancy Sinatra & Frank Sinatra,5,4feXcsElKIVsGwkbnTHAfV
1967-04-19,Somethin' Stupid,Nancy Sinatra & Frank Sinatra,6,4feXcsElKIVsGwkbnTHAfV
1967-04-26,Somethin' Stupid,Nancy Sinatra & Frank Sinatra,7,4feXcsElKIVsGwkbnTHAfV
1967-05-03,Somethin' Stupid,Nancy Sinatra & Frank Sinatra,8,4feXcsElKIVsGwkbnTHAfV
1967-05-10,The Happening,The Supremes,6,6IrBgAF2nSiwrdbIcaCKnp
1967-05-17,Groovin',The Young Rascals,5,3c2kMiSB86tVq1J4oULmvL
1967-05-24,Groovin',The Young Rascals,6,3c2kMiSB86tVq1J4oULmvL
1967-05-31,Respect,Aretha Franklin,6,7s25THrKz86DM225dOYwnr
1967-06-07,Respect,Aretha Franklin,7,7s25THrKz86DM225dOYwnr
1967-06-14,Groovin',The Young Rascals,9,3c2kMiSB86tVq1J4oULmvL
1967-06-21,Groovin',The Young Rascals,10,3c2kMiSB86tVq1J4oULmvL
1967-06-28,Windy,The Association,6,1lHiKWnlJtjzA4vHnjAr39
1967-07-05,Windy,The Association,7,1lHiKWnlJtjzA4vHnjAr39
1967-07-12,Windy,The Association,8,1lHiKWnlJtjzA4vHnjAr39
1967-07-19,Windy,The Association,9,1lHiKWnlJtjzA4vHnjAr39
1967-07-26,Light My Fire,The Doors,9,5uvosCdMlFdTXhoazkTI5R
1967-08-02,Light My Fire,The Doors,10,5uvosCdMlFdTXhoazkTI5R
1967-08-09,Light My Fire,The Doors,11,5uvosCdMlFdTXhoazkTI5R
1967-08-16,All You Need Is Love,The Beatles,5,68BTFws92cRztMS1oQ7Ewj
1967-08-23,Ode To Billie Joe,Bobbie Gentry,4,4FdDorlbJTVHcH3djLbIfn
1967-08-30,Ode To Billie Joe,Bobbie Gentry,5,4FdDorlbJTVHcH3djLbIfn
1967-09-06,Ode To Billie Joe,Bobbie Gentry,6,4FdDorlbJTVHcH3djLbIfn
1967-09-13,Ode To Billie Joe,Bobbie Gentry,7,4FdDorlbJTVHcH3djLbIfn
1967-09-20,The Letter,The Box Tops,7,6RJK553YhstRzyKA4mug09
1967-09-27,The Letter,The Box Tops,8,6RJK553YhstRzyKA4mug09
1967-10-04,The Letter,The Box Tops,9,6RJK553YhstRzyKA4mug09
1967-10-11,The Letter,The Box Tops,10,6RJK553YhstRzyKA4mug09
1967-10-18,To Sir With Love,Lulu,7,0gBFr7N2D1GfhkXIIepIGG
1967-10-25,To Sir With Love,Lulu,8,0gBFr7N2D1GfhkXIIepIGG
1967-11-01,To Sir With Love,Lulu,9,0gBFr7N2D1GfhkXIIepIGG
1967-11-08,To Sir With Love,Lulu,10,0gBFr7N2D1GfhkXIIepIGG
1967-11-15,To Sir With Love,Lulu,11,0gBFr7N2D1GfhkXIIepIGG
1967-11-22,Incense And Peppermints,Strawberry Alarm Clock,9,16iApoNZYaN6gbMtRRVV6B
1967-11-29,Daydream Believer,The Monkees,3,7uEcCGtM1FBBGIhPozhJjv
1967-12-06,Daydream Believer,The Monkees,4,7uEcCGtM1FBBGIhPozhJjv
1967-12-13,Daydream Believer,The Monkees,5,7uEcCGtM1FBBGIhPozhJjv
1967-12-20,Daydream Believer,The Monkees,6,7uEcCGtM1FBBGIhPozhJjv
1967-12-27,Hello Goodbye,The Beatles,5,0vZ97gHhemKm6c64hTfJNA
1968-01-03,Hello Goodbye,The Beatles,6,0vZ97gHhemKm6c64hTfJNA
1968-01-10,Hello Goodbye,The Beatles,7,0vZ97gHhemKm6c64hTfJNA
1968-01-17,Judy In Disguise (With Glasses),John Fred And The Playboys,9,2p7mA5rSVwIaoNslO9zylp
1968-01-24,Judy In Disguise (With Glasses),John Fred And The Playboys,10,2p7mA5rSVwIaoNslO9zylp
1968-01-31,Green Tambourine,The Lemon Pipers,8,240FNg8tSGXr9OGswVMuO6
1968-02-07,Love Is Blue (L'amour Est Bleu),Paul Mauriat And His Orchestra,6,6vUhLEkY17FlxjEysVA6SX
1968-02-14,Love Is Blue (L'amour Est Bleu),Paul Mauriat And His Orchestra,7,6vUhLEkY17FlxjEysVA6SX
1968-02-21,Love Is Blue (L'amour Est Bleu),Paul Mauriat And His Orchestra,8,6vUhLEkY17FlxjEysVA6SX
1968-02-28,Love Is Blue (L'amour Est Bleu),Paul Mauriat And His Orchestra,9,6vUhLEkY17FlxjEysVA6SX
1968-03-06,Love Is Blue (L'amour Est Bleu),Paul Mauriat And His Orchestra,10,6vUhLEkY17FlxjEysVA6SX
1968-03-13,(Sittin' On) The Dock Of The Bay,Otis Redding,8,3zBhihYUHBmGd2bcQIobrF
1968-03-20,(Sittin' On) The Dock Of The Bay,Otis Redding,9,3zBhihYUHBmGd2bcQIobrF
1968-03-27,(Sittin' On) The Dock Of The Bay,Otis Redding,10,3zBhihYUHBmGd2bcQIobrF
1968-04-03,(Sittin' On) The Dock Of The Bay,Otis Redding,11,3zBhihYUHBmGd2bcQIobrF
1968-04-10,Honey,Bobby Goldsboro,4,2Qhvi6R73Zj3cpzRYzcAww
1968-04-17,Honey,Bobby Goldsboro,5,2Qhvi6R73Zj3cpzRYzcAww
1968-04-24,Honey,Bobby Goldsboro,6,2Qhvi6R73Zj3cpzRYzcAww
1968-05-01,Honey,Bobby Goldsboro,7,2Qhvi6R73Zj3cpzRYzcAww
1968-05-08,Honey,Bobby Goldsboro,8,2Qhvi6R73Zj3cpzRYzcAww
1968-05-15,Tighten Up,Archie Bell & The Drells,8,6IIcvtmuGpWIasqOpyGlyY
1968-05-22,Tighten Up,Archie Bell & The Drells,9,6IIcvtmuGpWIasqOpyGlyY
1968-05-29,Mrs. Robinson,Simon & Garfunkel,6,0iOZM63lendWRTTeKhZBSC
1968-06-05,Mrs. Robinson,Simon & Garfunkel,7,0iOZM63lendWRTTeKhZBSC
1968-06-12,Mrs. Robinson,Simon & Garfunkel,8,0iOZM63lendWRTTeKhZBSC
1968-06-19,This Guy's In Love With You,Herb Alpert,6,5hffP5gJFe1zByXf7BIeYq
1968-06-26,This Guy's In Love With You,Herb Alpert,7,5hffP5gJFe1zByXf7BIeYq
1968-07-03,This Guy's In Love With You,Herb Alpert,8,5hffP5gJFe1zByXf7BIeYq
1968-07-10,This Guy's In Love With You,Herb Alpert,9,5hffP5gJFe1zByXf7BIeYq
1968-07-17,Grazing In The Grass,Hugh Masekela,7,2P6Buc8kWRgShx7aHIadqu
1968-07-24,Grazing In The Grass,Hugh Masekela,8,2P6Buc8kWRgShx7aHIadqu
1968-07-31,Hello; I Love You,The Doors,5,3bWGaqVeYKMlLss40mPgNn
1968-08-07,Hello; I Love You,The Doors,6,3bWGaqVeYKMlLss40mPgNn
1968-08-14,People Got To Be Free,The Rascals,5,5tUEIByLWg1sYWajZ2x5zx
1968-08-21,People Got To Be Free,The Rascals,6,5tUEIByLWg1sYWajZ2x5zx
1968-08-28,People Got To Be Free,The Rascals,7,5tUEIByLWg1sYWajZ2x5zx
1968-09-04,People Got To Be Free,The Rascals,8,5tUEIByLWg1sYWajZ2x5zx
1968-09-11,People Got To Be Free,The Rascals,9,5tUEIByLWg1sYWajZ2x5zx
1968-09-18,Harper Valley P.T.A.,Jeannie C. Riley,5,63EQVLdtGL6rZf8mPKW7QY
1968-09-25,Hey Jude,The Beatles,3,0aym2LBJBk9DAYuHHutrIl
1968-10-02,Hey Jude,The Beatles,4,0aym2LBJBk9DAYuHHutrIl
1968-10-09,Hey Jude,The Beatles,5,0aym2LBJBk9DAYuHHutrIl
1968-10-16,Hey Jude,The Beatles,6,0aym2LBJBk9DAYuHHutrIl
1968-10-23,Hey Jude,The Beatles,7,0aym2LBJBk9DAYuHHutrIl
1968-10-30,Hey Jude,The Beatles,8,0aym2LBJBk9DAYuHHutrIl
1968-11-06,Hey Jude,The Beatles,9,0aym2LBJBk9DAYuHHutrIl
1968-11-13,Hey Jude,The Beatles,10,0aym2LBJBk9DAYuHHutrIl
1968-11-20,Hey Jude,The Beatles,11,0aym2LBJBk9DAYuHHutrIl
1968-11-27,Love Child,Diana Ross & The Supremes,7,69EILuL34ggLWQsa626bes
1968-12-04,Love Child,Diana Ross & The Supremes,8,69EILuL34ggLWQsa626bes
1968-12-11,I Heard It Through The Grapevine,Marvin Gaye,4,1tqT6DhmsrtQgyCKUwotiw
1968-12-18,I Heard It Through The Grapevine,Marvin Gaye,5,1tqT6DhmsrtQgyCKUwotiw
1968-12-25,I Heard It Through The Grapevine,Marvin Gaye,6,1tqT6DhmsrtQgyCKUwotiw
1969-01-01,I Heard It Through The Grapevine,Marvin Gaye,7,1tqT6DhmsrtQgyCKUwotiw
1969-01-08,I Heard It Through The Grapevine,Marvin Gaye,8,1tqT6DhmsrtQgyCKUwotiw
1969-01-15,I Heard It Through The Grapevine,Marvin Gaye,9,1tqT6DhmsrtQgyCKUwotiw
1969-01-22,I Heard It Through The Grapevine,Marvin Gaye,10,1tqT6DhmsrtQgyCKUwotiw
1969-01-29,Crimson And Clover,Tommy James And The Shondells,8,74ohdXevc7VsXl96ofi3Kn
1969-02-05,Crimson And Clover,Tommy James And The Shondells,9,74ohdXevc7VsXl96ofi3Kn
1969-02-12,Everyday People,Sly & The Family Stone,12,4ZVZBc5xvMyV3WzWktn8i7
1969-02-19,Everyday People,Sly & The Family Stone,13,4ZVZBc5xvMyV3WzWktn8i7
1969-02-26,Everyday People,Sly & The Family Stone,14,4ZVZBc5xvMyV3WzWktn8i7
1969-03-05,Everyday People,Sly & The Family Stone,15,4ZVZBc5xvMyV3WzWktn8i7
1969-03-12,Dizzy,Tommy Roe,7,5LvIl1VHaqtCJJXwrB8QR9
1969-03-19,Dizzy,Tommy Roe,8,5LvIl1VHaqtCJJXwrB8QR9
1969-03-26,Dizzy,Tommy Roe,9,5LvIl1VHaqtCJJXwrB8QR9
1969-04-02,Dizzy,Tommy Roe,10,5LvIl1VHaqtCJJXwrB8QR9
1969-04-09,Aquarius/Let The Sunshine In (The Flesh Failures),The 5th Dimension,6,0HZlND4giwzgolBpaNIRGV
1969-04-16,Aquarius/Let The Sunshine In (The Flesh Failures),The 5th Dimension,7,0HZlND4giwzgolBpaNIRGV
1969-04-23,Aquarius/Let The Sunshine In (The Flesh Failures),The 5th Dimension,8,0HZlND4giwzgolBpaNIRGV
1969-04-30,Aquarius/Let The Sunshine In (The Flesh Failures),The 5th Dimension,9,0HZlND4giwzgolBpaNIRGV
1969-05-07,Aquarius/Let The Sunshine In (The Flesh Failures),The 5th Dimension,10,0HZlND4giwzgolBpaNIRGV
1969-05-14,Aquarius/Let The Sunshine In (The Flesh Failures),The 5th Dimension,11,0HZlND4giwzgolBpaNIRGV
